Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase OS=Homo sapiens OX=9606 GN=STK39 PE=1 SV=3,173489.2625,144081.8898,154186.3019,160215.4765,197462.1764,171298.7606,126033.9087,155543.6797,107665.7627,140416.6624,189891.1863
O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1,488068.0537,452919.5215,487798.5371,460529.8721,619673.1011,509583.6139,402174.1699,462799.3121,366075.3263,406964.3594,626264.2886
P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,19601.66162,15188.83154,14366.5957,22838.02148,18920.52246,18494.73633,13591.29053,19701.18457,13973.06543,12989.6543,24622.5
Q13740,CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2,340963.0527,245143.5352,252918.499,287216.4961,357417.916,335559.3428,299893.0498,338804.9688,235144.9971,298724.0498,364732.248
Q9Y2A7,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,580040.4119,398255.4409,401931.103,438845.7988,462418.9382,497655.5544,326383.2271,424555.7725,317796.6149,407896.9277,539702.91
O95817,BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3,396727.145,333113.874,355703.3022,443144.4194,367495.7808,356708.927,299029.271,370108.832,245440.1079,250806.1809,452713.2944
Q8IWG1,WD repeat-containing protein 63 OS=Homo sapiens OX=9606 GN=WDR63 PE=2 SV=1,348307.8652,271649.5254,346078.8203,344736.3828,270675.1416,276104.8164,357847.4922,355475.0313,308384.2725,291012.2891,352734.3789
Q9UNS2,COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3,895307.54,803494.2246,846460.4238,800788.1719,862110.9492,878735.8125,692035.7402,800184.0293,588444.873,714404.9473,1058431.102
P21333,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,254250.6982,183228.092,304139.4788,249243.4336,240142.5591,246020.9653,183536.4495,201423.0581,155693.2112,213282.9634,253528.5854
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2,230008.0024,200116.2841,161649.991,197872.8636,206107.8586,192342.9084,136996.0731,200372.854,143620.1113,206000.4478,239119.3359
P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3,81815.24438,58466.39209,55961.59814,68183.81445,75927.53027,75951.13867,53939.54883,64841.2334,49637.72217,59436.04541,68813.13477
O60763,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,334475.6719,257929.7285,275705.5508,279093.0371,281307.1055,278510.7305,199129.5703,261718.0469,195412.0605,246503.6406,338055.6172
P60520,Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens OX=9606 GN=GABARAPL2 PE=1 SV=1,640859.2227,532936.5527,551563.7051,527274.9063,538909.9492,579636.5996,477803.9375,617048.1094,391801.3555,534458.0234,630550.6934
O75044,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=SRGAP2 PE=1 SV=3,67590.95508,56869.77319,70081.42017,66948.81738,82588.11621,78018.94043,53951.66162,60376.38391,51510.38379,55085.50085,84550.99219
O14561,"Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3",3211406.414,2234250.404,2371382.016,2222688.457,2039255.232,2648639.244,1693367.016,2624860.594,1614019.172,3020175.979,3713440.535
O75608,Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1,284760.373,224088.251,230682.8232,281783.3242,229423.52,269839.9048,211280.4912,248066.6943,189121.2832,222346.4126,340440.6807
Q99627,COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1,38863.40259,31736.59766,27021.92334,31450.87695,34281.80176,42156.2583,24855.83179,32638.15881,26839.55151,25307.875,41420.39648
Q6ZSS7,Major facilitator superfamily domain-containing protein 6 OS=Homo sapiens OX=9606 GN=MFSD6 PE=1 SV=2,119708.8003,86611.37842,99031.95856,109393.2794,72019.65454,100797.2952,66164.15973,101721.5715,69447.83398,99216.38641,113297.8409
O60825,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2",171588.4193,150931.344,130321.1993,204316.5835,186240.9543,167694.0194,105729.7701,156064.1664,116755.5322,136830.9543,179117.4851
Q9Y2X7,ARF GTPase-activating protein GIT1 OS=Homo sapiens OX=9606 GN=GIT1 PE=1 SV=2,149399.4063,137690.6074,167437.0254,173999.0439,130647.4854,145684.1895,131588.7959,177466.2021,109101.0435,135979.9619,180305.127
Q9UKG1,DCC-interacting protein 13-alpha OS=Homo sapiens OX=9606 GN=APPL1 PE=1 SV=1,317558.9209,370145.0566,286661.9136,289278.2051,369399.2549,272189.3057,205337.6909,364170.6606,189900.0615,207163.4429,383243.6104
Q9Y4C0,Neurexin-3 OS=Homo sapiens OX=9606 GN=NRXN3 PE=1 SV=4,209263.3545,212493.2117,207027.4207,216984.8457,187912.2057,236478.4196,168032.989,236746.2861,185920.3074,211564.9126,242586.2834
Q9UII2,"ATPase inhibitor, mitochondrial OS=Homo sapiens OX=9606 GN=ATPIF1 PE=1 SV=1",1037821.612,517258.3945,434293.6821,480626.0586,573657.0759,622873.7251,427490.0718,398836.5955,351646.8491,582911.5649,703207.958
Q01968,Inositol polyphosphate 5-phosphatase OCRL-1 OS=Homo sapiens OX=9606 GN=OCRL PE=1 SV=3,184055.5234,173499.1865,182180.3711,212949.7734,143100.0996,195259.0381,137001.8579,208188.3198,128990.0127,167292.0747,196761.6982
P49757,Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2,204908.9355,219058.874,228043.6182,193264.3384,217981.0908,239028.085,201545.6553,167736.2368,167814.2378,206024.0703,282155.5264
Q9NUP9,Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1,45567.20215,43373.45996,41271.13672,40449.60596,54245.28516,40953.10352,34031.21973,50466.38086,30482.54883,34561.84424,42872.44629
P27361,Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4,1623978.375,1611465.708,2151351.982,1886470.083,1292558.592,1593809.803,1334320.473,2084498.597,1188446.569,1199093.37,1728135.32
P83916,Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1,349822.0791,212787.2822,262228.2119,251080.7988,327737.5977,285655.4951,211459.9844,201438.5361,196612.1514,216226.5977,397222.8154
P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,147213.3296,118085.7454,105152.1443,108427.8403,112665.6384,118368.1572,106293.8823,105264.1826,90754.96313,106609.5615,163997.2192
P43155,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5,254526.4629,242428.3906,228218.3359,258189.6094,228294.6621,245181.2188,176131.7305,234027.2109,163487.3262,223920.0801,291242.8184
P46109,Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1,323327.2344,249512.9086,307439.2449,324315.196,281034.4517,287761.6648,234929.7561,279435.7578,175445.0459,235693.095,323510.3381
Q68DH5,LMBR1 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LMBRD2 PE=1 SV=1,138756.4263,129045.1523,126327.1384,152437.3096,124893.3787,127448.9707,85895.19067,137317.8267,93121.37988,101695.9673,133553.0647
Q92905,COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4,659894.0938,565529.9656,580721.5012,644290.5181,796964.7778,689188.5916,712167.6992,636348.4993,518995.5403,689054.1736,782997.9976
P30520,Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS PE=1 SV=3,106178.3505,80396.45117,75459.1875,80843.54297,150933.3711,93023.91895,77254.56543,79348.2627,66504.10059,91486.46094,91997.35693
P31153,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,237366.9551,226580.2969,218410.0254,254517.2578,279212.0684,256055.2793,180962.5518,221490.2139,173520.4043,191237.6045,272840.6162
Q9H9S4,Calcium-binding protein 39-like OS=Homo sapiens OX=9606 GN=CAB39L PE=1 SV=3,265829.8394,189248.0203,234171.4553,278542.8687,271457.0728,223143.7559,173132.1025,191268.0208,150121.5212,146721.387,282615.6841
P30837,"Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",203566.1616,338940.7559,353114.332,413462.2559,250752.7808,348307.3037,287641.2905,541239.8203,229044.9082,323642.5181,227827.1235
Q9NZD2,Glycolipid transfer protein OS=Homo sapiens OX=9606 GN=GLTP PE=1 SV=3,431366.0234,458225.2598,469250.7051,477295.3926,995171.5938,498463.9121,544081.8457,368014.5586,467643.043,328028.4863,434621.4277
Q8IYB4,PEX5-related protein OS=Homo sapiens OX=9606 GN=PEX5L PE=1 SV=2,175371.5984,164547.7727,163901.4192,213681.4263,278044.7095,194845.2349,165064.76,175477.9863,148307.6243,149462.6602,188361.6855
Q8WXD2,Secretogranin-3 OS=Homo sapiens OX=9606 GN=SCG3 PE=1 SV=3,435253.124,374635.6748,466918.4219,435547.8926,439674.5664,446128.1953,310769.8154,415215.1504,298155.958,347394.6602,506210.7832
P35637,RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,777283.7871,649080.1777,741251.9336,737855.9902,831418.375,754525.373,632401.375,490277.3652,588337.8984,644927.5469,943523.6953
Q8WZ42,Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4,378703.3818,352189.6924,351326.02,324430.0479,382281.9121,322585.5469,309299.498,359162.3999,225378.5103,322717.1724,461847.084
P09960,Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2,435299.0789,350914.307,417315.0588,440749.76,472857.8479,467389.8562,375551.4707,386106.2092,336529.642,303106.4429,416775.4741
Q86TV6,Tetratricopeptide repeat protein 7B OS=Homo sapiens OX=9606 GN=TTC7B PE=1 SV=3,249995.3418,214614.4331,249863.7576,217101.261,195914.5654,233057.1235,189068.2731,284344.1736,169796.9724,231228.2197,325220.2727
O75935,Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1,366929.3521,302611.9453,335647.3564,359019.4907,377436.6147,383230.8462,291572.8066,343647.3508,256371.6135,302044.356,381457.2739
Q9BXM9,FSD1-like protein OS=Homo sapiens OX=9606 GN=FSD1L PE=1 SV=2,29498.60742,21958.87183,21693.42749,25346.99268,30428.2373,25662.39209,19454.37866,26992.31445,17466.59473,26244.2998,25276.80615
P07305,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1F0 PE=1 SV=3,354679.2803,250874.8994,313458.2197,352705.5049,250790.4551,304646.668,187970.1041,178160.5728,196606.4692,208517.8049,324266.0254
P02766,Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1,199813.6934,158522.8206,201088.7639,330347.2222,423968.4297,288425.272,248371.1865,535795.2813,224385.6428,209951.7554,354958.6343
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE2A PE=1 SV=1",605052.8125,476685.438,445132.2715,471893.6587,476523.6748,566411.7109,390858.5264,547296.9121,345951.8511,595621.4736,551069.3711
Q8N568,Serine/threonine-protein kinase DCLK2 OS=Homo sapiens OX=9606 GN=DCLK2 PE=1 SV=4,192270.6738,169004.6309,208069.1602,215861.1211,159448.9043,205859.5723,141035.2427,170404.1338,138551.0889,180680.502,275521.6113
P19022,Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4,702204.8955,570176.7759,637679.6738,729998.7422,567713.9697,702464.7852,551022.5576,722726.2314,477484.5469,632009.2798,890258.5449
P51665,26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2,93532.73145,88274.64551,85382.28516,95975.69482,91369.68799,91198.08301,75021.43945,78509.97021,61894.55493,89759.63135,108971.9189
O94772,Lymphocyte antigen 6H OS=Homo sapiens OX=9606 GN=LY6H PE=1 SV=1,504620.3125,374749.9365,340421.7891,400382.4004,394460.2793,433007.0342,399148.1787,347803.8047,303512.6533,386480.5615,336413.4863
Q9UHD9,Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2,1652142.445,1120916.039,1186345.5,1021617.938,1413570.211,1434764.215,1186698.41,1080057.785,901509.8438,1285747.664,1745752.43
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,202300.1096,158370.9106,181337.6918,188703.6733,200441.673,199834.3489,134300.4314,177550.7815,138668.7773,151927.1277,227600.2827
O00232,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3,106211.3093,104126.0691,106667.2646,108743.3738,106775.5811,114054.7053,106160.1226,124051.5381,75251.35181,89011.71606,132793.1125
Q8N4C8,Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2,210268.7178,147711.3613,164197.7686,156850.5684,173944.0508,168079.2754,110514.437,145500.3418,131540.1826,139689.2813,215537.0684
Q8NFX7,Syntaxin-binding protein 6 OS=Homo sapiens OX=9606 GN=STXBP6 PE=1 SV=2,513140.8477,469480.6553,617307.1465,568500.2637,1028604.217,639205.0195,633302.7773,500552.1709,530979.1465,438680.6396,684319.3477
P35813,Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1,318664.7534,247978.24,273176.0237,292281.084,301781.8879,311916.6133,209102.1278,286061.0635,222565.3403,280502.6265,379748.9893
Q15223,Nectin-1 OS=Homo sapiens OX=9606 GN=NECTIN1 PE=1 SV=3,140566.676,148750.6921,160843.6641,156926.155,163679.4763,163279.2932,132115.3666,167348.7638,119267.4276,130733.7477,208238.0229
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1,270687.5903,261471.8252,310618.6187,337059.959,302848.0776,308526.2134,246038.7998,320333.4106,212185.0696,243257.2285,384055.627
Q93034,Cullin-5 OS=Homo sapiens OX=9606 GN=CUL5 PE=1 SV=4,200460.1338,168006.2891,180143.8494,203773.6909,176996.5435,183007.324,163142.1553,181642.8848,130251.3723,146024.0742,208525.293
Q8TAF3,WD repeat-containing protein 48 OS=Homo sapiens OX=9606 GN=WDR48 PE=1 SV=1,217769.3306,171970.605,177446.4795,200207.1663,202253.77,202587.9092,140301.3921,215955.3237,136584.3984,177537.4248,259309.0986
O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1,463067.5334,369273.5143,434212.6788,445627.844,431626.9883,436971.8354,333385.9487,370214.8823,311272.7344,357680.7776,565947.5198
O00410,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4,269814.2234,184682.178,214074.4131,186714.3259,239574.2845,249826.2759,186301.6084,229559.9791,168273.1003,214275.5687,301935.7859
Q9NZB8,Molybdenum cofactor biosynthesis protein 1 OS=Homo sapiens OX=9606 GN=MOCS1 PE=1 SV=3,205002.4121,168909.8181,155445.9268,186175.7153,168743.9287,176960.2544,139278.1626,165656.8091,112932.8838,158926.8291,217100.8384
P53621,Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,466775.354,368639.5625,459941.2632,468662.793,477705.127,436115.6294,359214.3086,410966.6343,356460.3467,405794.293,553260.1548
Q96SB3,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=2,190382.994,180793.3174,243957.0715,221959.7034,199940.5845,251332.1385,223059.0264,203552.5681,158986.65,185318.3958,293091.5608
Q9UKY7,Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,163627.8457,141008.0977,158242.5981,159829.4355,163350.1494,158858.8359,121930.2129,128905.0649,121628.146,127417.7241,201195.7178
O00186,Syntaxin-binding protein 3 OS=Homo sapiens OX=9606 GN=STXBP3 PE=1 SV=2,219315.0469,196654.0125,192344.6074,197261.0068,287072.4648,229955.5469,156251.5771,192995.2593,155432.0425,167443.8633,233207.0332
Q96GG9,DCN1-like protein 1 OS=Homo sapiens OX=9606 GN=DCUN1D1 PE=1 SV=1,166586.8462,146141.751,113568.9111,132891.5156,183321.2417,133479.4248,109158.8218,122711.8359,97352.75903,112756.9827,142737.145
Q9UHQ9,NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1,246592.9727,306236.833,260117.3105,259114.1016,269546.7988,309705.3398,281541.6484,277562.5322,222234.8701,272100.6387,371472.4668
Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens OX=9606 GN=PPIL3 PE=1 SV=1,130987.1284,141212.7197,386850.2441,542267.1328,546589.6328,433212.9961,284220.3887,443692.9375,228708.6982,306435.8867,370312.5781
Q5JSH3,WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1,73207.7417,50885.30566,43785.0769,55602.17798,72583.79944,62517.44263,50756.82715,46498.62451,43103.53088,59009.92285,66145.67236
Q00535,Cyclin-dependent-like kinase 5 OS=Homo sapiens OX=9606 GN=CDK5 PE=1 SV=3,379180.1953,315820.2129,353872.6289,352282.5645,345028.6758,340915.459,288889.6904,333877.2158,260609.4258,270802.21,418487.6953
O60814,Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=HIST1H2BK PE=1 SV=3,657157.2061,315362.4287,273773.7783,346832.2588,566978.5264,367732.7773,280851.9473,291901.6035,266250.8965,361798.6421,295210.5234
P17540,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2",383955.3809,341951.1563,363815.9619,368244.1533,335435.8057,478336.5361,265708.6543,347889.6255,331050.8545,319216.6797,398767.459
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,78638.39844,67910.65186,81393.73529,80028.56403,79339.10211,75356.71594,61387.05762,52295.82178,60723.25195,65547.08057,98887.29413
Q9UNF0,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2,315843.3057,275353.3066,291488.6738,305348.0264,272458.2061,319388.9121,224179.249,275859.6875,180830.251,254788.9199,358670.752
Q8NFZ8,Cell adhesion molecule 4 OS=Homo sapiens OX=9606 GN=CADM4 PE=1 SV=1,58483.45947,47005.71362,31988.78638,49928.80713,68897.32568,52557.05286,41785.01208,45953.64868,38192.0061,46366.11768,49318.85254
O75506,Heat shock factor-binding protein 1 OS=Homo sapiens OX=9606 GN=HSBP1 PE=1 SV=1,350530.2314,314783.627,360734.6367,310560.5557,428488.498,340604.418,330335.3574,390319.0693,294591.2915,357268.625,507607.0908
O00571,ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3,286915.665,194594.2043,218141.7866,232652.6877,253932.9053,237057.0938,149803.2185,197321.8232,161373.5159,212523.5483,297392.1621
P37235,Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3,435230.8193,428484.459,361866.1533,334218.9814,468230.1016,405339.3193,315682.7773,380530.3926,294954.708,432746.9258,522865.168
P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3,897145.3818,711806.1748,848948.9922,739609.7852,948799.7314,901955.9336,875245.2959,886422.8193,732657.0996,948969.3135,1077925.218
P06454,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,793369.0605,509955.0732,933894.3809,994929.3281,810804.7646,839044.8252,617699.8184,270899.5562,661126.0781,524779.5322,946675.5586
P0C0L5,Complement C4-B OS=Homo sapiens OX=9606 GN=C4B PE=1 SV=2,200904.0625,192914.9756,248242.0273,283904.375,256898.4883,223805.3574,112955.9395,316186.9883,161364.5098,148914.2266,206556.3789
Q9NR45,Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2,606148.6797,473850.748,527980.3828,597780.6172,440170.5508,520901.0957,427238.7402,590684.9844,320793.5859,419104.3203,607015.041
Q9UIW2,Plexin-A1 OS=Homo sapiens OX=9606 GN=PLXNA1 PE=1 SV=3,48804.46021,43745.22485,44339.42651,43331.9397,42290.0022,49371.77661,33352.20605,46464.85034,34313.3396,52643.94739,69060.42944
A0AVT1,Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,104427.3998,80446.51489,82151.25464,104292.1644,107125.042,93445.797,65715.3327,100749.4237,67372.04993,82275.0907,110920.0813
Q9UKK9,ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,256448.5,206730.1113,197521.0127,241219.3877,289842.1641,235614.0156,166989.5498,197500.7334,150114.2246,168849.165,242798.7744
P53677,AP-3 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP3M2 PE=2 SV=1,341056.1113,310834.9326,284028.4697,303561.3105,275908.6216,300241.8096,228015.748,278906.6611,205079.3325,295198.9473,413795.5342
Q6YP21,Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1,616671.271,381503.5737,517806.0667,596512.4209,502120.1865,580254.2124,507471.7625,512540.7297,444220.0745,381272.9561,673885.9336
Q9Y5Z4,Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1,228694.251,128567.9253,144477.4404,161915.46,157482.7158,164983.8491,132130.0015,147355.4102,109345.9143,148901.0903,174424.2539
Q9Y2H0,Disks large-associated protein 4 OS=Homo sapiens OX=9606 GN=DLGAP4 PE=1 SV=3,284459.0175,235467.8081,266928.2886,264483.6943,280585.6603,287600.6694,245474.8669,235792.0854,195021.1959,267036.1873,404020.1543
Q15046,Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS PE=1 SV=3,256910.832,175949.2756,191737.0798,221769.1055,240516.356,233491.968,201885.255,166176.7776,172360.5471,203751.8306,267394.4746
O75508,Claudin-11 OS=Homo sapiens OX=9606 GN=CLDN11 PE=1 SV=2,4665078.344,3278384.25,3155517.844,5570298.938,14901503.88,5465833.531,6678129.625,2445313.641,6292757.594,3255629.594,4002901.578
P84103,Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,93397.37671,84735.30957,92205.11023,79711.82739,73963.57837,89158.7832,59612.08411,66013.21033,75990.60156,68601.47266,116101.2463
P43686,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,275731.2153,221239.199,230144.9365,279185.2808,259353.71,229502.9485,182132.9758,245472.7329,145371.0825,182718.5903,265308.3691
